Id,Title,Description,Publisher,Author,Isbn,Edition,Released year,Retail price,University,Image,Created at,Updated at,Department,Semester,Pages
267,POWER DEVICES & MACHINES,UNIT I - Power Transistors - UNIT II - Thyrisotrs - UNIT III - Power Converters - I - UNIT IV- Power Converters II - UNIT V - A C - D C Motors - UNIT VI- Transformers and Special Purpose Motors - Questions,Nirali,"JB JAWALE,     PP KULKARNI,    PD KHANDEKAR,",,First,,300,Pune University,/uploads/book/image/267/N0965.jpg,2014-06-26 03:07:08 UTC,2014-06-26 03:07:08 UTC,"",,512
268,DIGITAL ELECTRONICS AND LOGIC DESIGN,Number System and Logic Design Minimisation Techniques - Logic Families - Combinational Logic - Sequential Loic Circuits - ASM and VHDL - PLDs and Introduction to Microprocess - Questions,Nirali,"DR M S NAGMODE,    P D KHANDEKAR,    S S KULKARNI,",,First,,270,Pune University,/uploads/book/image/268/N0972.jpg,2014-06-26 03:07:09 UTC,2014-06-26 03:07:09 UTC,"",,424
269,DATA STRUCTURES & ALGORITHMS,"Review of C - C Language A quick Tour - Introduction to Algorithm, Data Structures and Analysis of Algorithms - Linear Data Structures using Sequential Orgainization - Searching and Sorting - Linear Data Structures using Linked Organisaction - Stacks -Queue - Sample Programs - Glossary - Reference",Nirali,"DR V PATIL,",,First,,400,Pune University,/uploads/book/image/269/N0973.jpg,2014-06-26 03:07:10 UTC,2014-06-26 03:07:10 UTC,"",,698
270,PROGRAMMING AND PROBLEM SOLVING,General Problem Solving Concepts - Introduction to Programming Structure - Fundamental Algorithms and Factoring Methods - Array Techniques - Text Processing and Pattern Searching - Object -Oriented Programming - References - University Question Papers Dec 2009-April 2010,Nirali,"A V DHUMANE,    J R PRASAD,    P P KHARADE,",,Third,,200,Pune University,/uploads/book/image/270/N0974.jpg,2014-06-26 03:07:11 UTC,2014-06-26 03:07:11 UTC,"",,308
271,HUMANITIES AND SOCIAL SCIENCE,Indian Society - Social Development - Sectoral Development - Environment and Ecology - Economic Development - Banking and Trades - Reference Books - University Question Papers,Nirali,"DR M MAHAJAN,    K RAJAN,    J R PRASAD,",,Third,,210,Pune University,/uploads/book/image/271/N0975.jpg,2014-06-26 03:07:12 UTC,2014-06-26 03:07:12 UTC,"",,323
272,FUNDAMENTAL OF DATA STRUCTURE,Introduction - Introduction to C - Introduction to Data Structures and Analysis of Algorithms - Searching and Sorting - Linear Structures using Sequential Organization - Linear Data Structures using Linked Organization - Sample Programs - Glossary - Reference,Nirali,"DR V PATIL,",,First,,315,Pune University,/uploads/book/image/272/N0983.jpg,2014-06-26 03:07:13 UTC,2014-06-26 03:07:13 UTC,"",,538
273,COMPUTER ORGANISATION,Computer Evaluation and Arithmetic - The Central Procesing Unit - The Control Unit - Memory Organization - Input-Output Organization - Parallel Organization - University Questions,Nirali,"J PATIL-SURVE,    M GAIKWAD-SALE,    V PAWAR-KADAM,",,First,,225,Pune University,/uploads/book/image/273/N0985.jpg,2014-06-26 03:07:14 UTC,2014-06-26 03:07:14 UTC,"",,398
274,MACHINE DRAWING & COMPUTER GRAPHICS,"Conventions in Machine Drawing - Dimensioning Techniques - Limits, Fits and Tolerances - Geometrical Tolerances - Surface Roughness - Principles of Machine Drawing - Principles of AutoCAD - Script File Programming - Working with AutoLISP - Appendix",Nirali,"F HAIDERI,",,Fifth,,285,Pune University,/uploads/book/image/274/N0986.jpg,2014-06-26 03:07:15 UTC,2014-06-26 03:07:15 UTC,"",,324
275,CHEMISTRY-I,Bonding and Reactivity - Reaction Mechanisms - Instrumental Methods of Analysis - Chemical Kinetics and Photochemistry - Chromatography and Batteries - Heterocyclic Compounds - Dyes - Exercise,Nirali,"DR V R DOSS,    V K WALEKAR,",,First,,125,Pune University,/uploads/book/image/275/N0991.jpg,2014-06-26 03:07:16 UTC,2014-06-26 03:07:16 UTC,"",,224
276,CHEMICAL ENGINEERING FLUID MECHANICS,Introduction to Fluid Mechanics - Fluid Statics and its Applications Hydrostatics - Kinematics and Dynamics of Fluid Flow - Flow of Incompressible Fluids in Conduits - Boundary Layer Theory - Fluid Flow Past Immersed Bodies - Dimensional Analysis - Transportation and Metering of Fluids - Flow of Multiphase Mixtures - University Question Papers,Nirali,"AP KULKARNI,",,First,,235,Pune University,/uploads/book/image/276/N0993.jpg,2014-06-26 03:07:17 UTC,2014-06-26 03:07:17 UTC,"",,361
277,CHEMICAL ENGINEERING MATERIALS,Materials and Their Properties - Selection of Materials - Metals and Their Alloys - Corrosion and its Control - Polymers - Ceramics and Glasses - Summary - Questions,Nirali,"A P KULKARNI,    DR  V R DOSS,    S P KODOLIKAR,",,First,,140,Pune University,/uploads/book/image/277/N0994.jpg,2014-06-26 03:07:17 UTC,2014-06-26 03:07:17 UTC,"",,241
278,ENGINEERING MATHEMATICS-III,Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations - Applications of Differential Equations - Applications of Partial Differential Equations - Fourier Transform - Laplace Transform - Inverse Laplace Transform - Vector Algebra - Vector Differentiation - Vector Integration - Application of Vectors to Fluid Mechanics - Applications of Laplace Transform - Model Question Paper,Nirali,"AN SINGH,    DR MY GOKHALE,    DR NS MUJUMDAR,    KR ATAL,    SS KULKARNI,",,Second,,400,Pune University,/uploads/book/image/278/N0996.jpg,2014-06-26 03:07:18 UTC,2014-06-26 03:07:18 UTC,"",,616
279,HEAT TRANSFER,Introduction - Conduction - Convecction - Radiation - Heat Exchangers - Evaporation - Appendix I - II - III,Nirali,"KA GAVHANE,",,Fifteenth,,375,Pune University,/uploads/book/image/279/N1007.jpg,2014-06-26 03:07:19 UTC,2014-06-26 03:07:19 UTC,"",,427
280,CHEMICAL REACTION ENGINEERING-I,"Kinetics of Homogeneous Reactions, Interpretation of Batch Reactor Data, Design of Single Ideal Reactors, Design for Single Reactions,  Design for Multiple Reactions, Temperature and Pressure Effects, Basic concepts of non ideal flow.",Nirali,"KA GAVHANE,",,Fourteenth,,450,Pune University,/uploads/book/image/280/N1012.jpg,2014-06-26 03:07:20 UTC,2014-06-26 03:07:20 UTC,"",,660
281,MASS TRANSFER OPERATIONS-I(V-I),"Overview of Chemical Engineering Profession, Separation Processes and Mass Transfer Operations - Fundamentals of Diffusion Mass Transfer - Mass Transfer Coefficients - Interphase Mass Transfer - Gas Absorption - Humidification and Dehumidification Operations - Equipment for Gas-Liquid Operations - Drying Operations - Appendix - Study Questions",Nirali,"KIRAN D PATIL,",,Fourth,,425,Pune University,/uploads/book/image/281/N1013.jpg,2014-06-26 03:07:21 UTC,2014-06-26 03:07:21 UTC,"",,600
282,MECHANICAL OPERATIONS,"Properties and Handling of Particulate Solids, Conveyors, Mixing of Solids and Pastes, Size Reduction, Mechanical  Separations : Screening, Filtration,  Separation Based on Motion of Particulate through the Fluids,  Mixing and Agitation, Fluidization, Beneficiation Process",Nirali,"KIRAN D PATIL,",,Third,,330,Pune University,/uploads/book/image/282/N1014.jpg,2014-06-26 03:07:22 UTC,2014-06-26 03:07:22 UTC,"",,450
283,MASS TRANSFER OPERATIONS-II,"Crystallization, Equilibrium stage processes, Distillation, Liquid-Liquid extraction and leaching oprerations, dsorption and Ion exchange, Membrance separations processes, Mass transfer with chemical recation.",Nirali,"KIRAN D PATIL,",,Fifth,,390,Pune University,/uploads/book/image/283/N1015.jpg,2014-06-26 03:07:23 UTC,2014-06-26 03:07:23 UTC,"",,580
284,FLUID MECHANICS-I,"Introduction and Properties of Fluids - Fluid Pressure and its Measurement - Hydrostatic Forces on Surfaces - Buoyancy and Floatation - Kinematics of Fluid Flow - Dynamics of Fluid Flow - Dimensional Analysis - Laminar Flow - Boundary Layer Theory - Introduction to Turbulent Flow - Flow Through Pipes - University Question Papers June 2010, Dec 2010",Nirali,"PV SHROTRI,",,Third,,400,Pune University,/uploads/book/image/284/N1016.jpg,2014-06-26 03:07:24 UTC,2014-06-26 03:07:24 UTC,"",,636
285,BUILDING PLANNING,Town Planning - Planning of Buildings - Building Rules and Bye-Laws - Ventilation - Lighting - Noise and Acoustics - Fire Protection - Building Services -Planning of Residential Buildings - Building Drawing - Planning of Public Buildings - University Question Paper,Nirali,"A D PAWAR,    DR R K JAIN,    R P THANEDAR,    V S LIMAYE,",,Third,,300,Pune University,/uploads/book/image/285/N1017.jpg,2014-06-26 03:07:25 UTC,2014-06-26 03:07:25 UTC,"",,336
286,SURVEYING,Compass and Plane Table Surveying - Levelling and Contouring - Theodolite Traversing - Permanent Adjustments of a Transit Theodolite and Tacheometry - Curves - Construction Survey and Electronic Measurement Techniques,Nirali,"AS SHELAR,    ST MALI,    US PATIL,",,Third,,250,Pune University,/uploads/book/image/286/N1018.jpg,2014-06-26 03:07:26 UTC,2014-06-26 03:07:26 UTC,"",,352
287,CONCRETE TECHNOLOGY,"Introduction to Concrete as a Construction Material General Perspective Ingredients of Concrete - Properties, Production and Placement of Concrete - Concrete Mix Design - Testing of Concrete and Form Work - Special Concretes and Special Concreting Techniques - Deterioration and Repairs - Appendix - Experiments - Glossary",Nirali,"KB LADHANE,    MN BAJAD,    SS CHOUDHARY,",,Third,,235,Pune University,/uploads/book/image/287/N1019.jpg,2014-06-26 03:07:27 UTC,2014-06-26 03:07:27 UTC,"",,476
288,STRUCTURAL ANALYSIS-I,"Basic Concepts of Structural Analysis  ,Slope and Deflection of Beams  ,Deflection of Beams and Frames    ,Basic Concepts of Structural Analysis  ,Slope and Deflection of Beams  ,Deflection of Beams and Frames  ,Indeterminate Beams  ,Energy Method for Displacement   ,Deflection of Trusses  ,Indeterminate Trusses  ,Plastic Theory  ,Plastic Analysis  ,Influence Lines  ,Influence Line Diagrams for Plane Trusses   ,Rolling Loads.",Nirali,"HM SOMAYYA,    SR PAREKAR,",,Fourth,,525,Pune University,/uploads/book/image/288/N1020.jpg,2014-06-26 03:07:28 UTC,2014-06-26 03:07:28 UTC,"",,773
289,TRANSPORT PHENOMENA,Introduction - Viscosity and Principles of Momentum Transfer - Velocity Distribution in Laminar Flow - The Equation of Change for Isothermal Change - Flow Properties of Fluid - Interphase Transport in Isothermal Systems - Macroscopic Balances for Isothermal Systems - Thermal Conductivity and the Mechanism of Energy Transport - Temperature Distributions in Solids and in Laminar Flow - The equations of Change for Non-Isothermal Systems and Time Smoothing - Interphase Transport in Non-Isothermal Systems - Radiation - Diffusivity and the Mechanism of Mass Transport - Concentration Distributions in Solids and in Laminar Flow - Interphase Transport in Multicomponent Systems - Appendix I-II - University Question Papers - References,Nirali,"BM SURYAVANSHI,    LR DONGRE,",,Fifth,,320,Pune University,/uploads/book/image/289/N1025.jpg,2014-06-26 03:07:29 UTC,2014-06-26 03:07:29 UTC,"",,444
290,CHEMICAL REACTION ENGINEERING-II,Introduction to Heterogeneous Reactions - Kinetics of Fluid-Fluid Reactions - Design of Fluid-Fluid Reactors - Kinetics of Fluid-Particle Reactions - Design of Fluid- Particle Reactors - Solid Catalysed Reactions - G L Reactions on Solid Catalysts - Deactivating Catalysts - Enzyme Fermentation,Nirali,"KA GAVHANE,",,Nineth,,375,Pune University,/uploads/book/image/290/N1026.jpg,2014-06-26 03:07:30 UTC,2014-06-26 03:07:30 UTC,"",,504
291,MASS TRANSFER-II,Distillation - Liquid-Liquid Extraction - Adsorption and Ion Exchange - Leaching - Crystallisation - Drying - Appendix - I,Nirali,"KA GAVHANE,",,Twelfth,,400,Pune University,/uploads/book/image/291/N1027.jpg,2014-06-26 03:07:31 UTC,2014-06-26 03:07:31 UTC,"",,535
292,THEORY OF MACHINES-I,Fundamentals of Kinemeatics and Mechanisms - Velicity and Acceleration Analysis of Simple Mechanisms Graphical Methods I - Velocities by Instantaneous Centre Method - Velocity and Acceleration Analysis of Mechanisms Graphical Methods II - Velocities and accelerations by Kleins Construction Velocities and Accelerations by Analytical Method - velocities and Accelerations by vector Algebra Method - Velocities and Accelerations by Complex Algebra Method - Hookes Jonint - Introduction to Synthesis of Linkages - Static and Dynamic Force Analysis - Appendix I,Nirali,"HG PHAKATKAR,",,Sixth,,375,Pune University,/uploads/book/image/292/N1031.jpg,2014-06-26 03:07:32 UTC,2014-06-26 03:07:32 UTC,"",,595
293,INTERNAL COMBUSTION ENGINES,"Introduction - Spark Ignition SI Engines - Compression Ignition CI Engines - Engine Systems and Components - Performance, Characteristics and Testing of I C Engine - Fuels and Emission of IC Engine",Nirali,"AP DESALE,    DK CHAVAN,    DR SN SAPALI,",,First,,200,Pune University,/uploads/book/image/293/N1032.jpg,2014-06-26 03:07:33 UTC,2014-06-26 03:07:33 UTC,"",,346
294,ELECTRICAL TECHNOLOGY,Electrical Power Measurements - Electrical Energy Measurements - Tariffs - Illumination - Single Phase Transformers - Three Phase Transformers - Three Phase Induction Motors - Single Phase Induction Motors - Synchronous Generators - D C Generators - D C Motors - Special Purpose Motors - Power Semiconductor Devices - Electric Drives - Speed Control of Electric Motors Using Semiconductor Devices,Nirali,"BH DESHMUKH,    PP NIKAM,",,First,,400,Pune University,/uploads/book/image/294/N1034.jpg,2014-06-26 03:07:34 UTC,2014-06-26 03:07:34 UTC,"",,742
295,STRENGTH OF MACHINE ELEMENTS,Simple Stresses and Strains Part - I - Simple Stresses and Strains Part II- Strain Energy - Shear Force and Bending Moment Part A - Scope and Deflection of Beams Macaulays Method - Principal Stresses and Strains - Combined Loading - Bending Stresses in Beams - Shear Stress Distribution in Beams - Torsion - Buckling of Columns - Design Process - Design of Simple Machine Parts - Exercise,Nirali,"HM SOMAYYA,    SR PAREKAR,    VN CHOUGULE,",,First,,425,Pune University,/uploads/book/image/295/N1035.jpg,2014-06-26 03:07:35 UTC,2014-06-26 03:07:35 UTC,"",,697
296,PRODUCTION TECHNOLOGY,"Theory of Metal Cutting, Design of Cutting Tools, Broaching Machines , Gear Manufacturing, Thread Manufacturing, Introduction to NC, CNC Machines , Non-Traditional Machining Process , Sheet Metal Working, Jigs and Fixtures",Nirali,"AK BEWOOR,    SS KUBER,",,First,,225,Pune University,/uploads/book/image/296/N1036.jpg,2014-06-26 03:07:36 UTC,2014-06-26 03:07:36 UTC,"",,366
297,ENGINEERING MATHEMATICS-III,"SECTION I - Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations, Symmetric Simultaneous Differential Equations and Applications - Complex Differentiation - Complex Integration and Conformal Mapping - Fourier Transform - The Z-Transform - SECTION II - Statistics, Correlation and Regression - Probability and Probability Distributions - Vector Algebra - Vector Differentiation - Vector Integration - Applications of Vectors to Electromagnetic Fields - Model Question Paper - University Question Papers - Dec 2009, May 2010, Dec 2010",Nirali,"AN SINGH,    DR  NS  MUJUMDAR,    DR MY GOKHALE,    KR ATAL,    SS KULKARNI,",,Seventh,,415,Pune University,/uploads/book/image/297/N1041.jpg,2014-06-26 03:07:37 UTC,2014-06-26 03:07:37 UTC,"",,615
298,INTEGRATED CIRCUITS AND APPLICATIONS,"1 Operational Amplifiers Building Blocks, 2 Op-Amp Performance Parameters, 3 Applications of Op-Amps-I, 4 Applications of Op-Amps- II, 5 Active Filters And Phase Locked Loops",Nirali,"D S PANDIT,",,First,,200,Pune University,/uploads/book/image/298/N1042.jpg,2014-06-26 03:07:38 UTC,2014-06-26 03:07:38 UTC,"",,290
299,DATA STRUCTURES,"ARRAYS FUNCTIONS AND SEARCHING, SORTING, POINTERS, STRUCTURES, UNION POLYNOMIAL REPRESENTATION,  LINKED LIST, STACKS, TREES, GRAPHS",Nirali,"S K GONDHALEKAR,    V S TIDKE,    V J DHARKAR,",,First,,340,Pune University,/uploads/book/image/299/N1044.jpg,2014-06-26 03:07:39 UTC,2014-06-26 03:07:39 UTC,"",,437
300,COMMUNICATION THEORY,"Introduction to Electronic Communication, Amplitude Modulation (Approach - 1), Amplitude Linear Modulation (Approach - 2), Angle Modulation (FM and PM) Techniques (Approach - 1) , Angle (Exponential) Modulation (Approach - 2),  AM and FM Receivers, Noise, Behaviour of Analog Systems in Presence of Noise, Digital Transmission of Analog Signals,  Pulse Modulation.",Nirali,"GR PATIL,    RC JAISWAL,",,First,,300,Pune University,/uploads/book/image/300/N1045.jpg,2014-06-26 03:07:40 UTC,2014-06-26 03:07:40 UTC,"",,505
301,ENGINEERING MATHEMATICS-III,"Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations, Symmetric Simultaneous - Complex Differentiation - Complex Integration and Conformal Mapping - Fourier Transform - The Z-Transform - Interpolation, Numerical Differentiation and Integration - Numerical Solution of Ordinary Differential Equations - Vector Algebra - Vector Differentiation - Vector Integration - Applications of Vectors to Electromagnetic Fields - Model Question Paper - University Question Papers",Nirali,"AN SINGH,    DR  M Y GOKHALE,    DR  NS MUJUMDAR,    KR ATAL,    SS KULKARNI,",,Fourth,,400,Pune University,/uploads/book/image/301/N1046.jpg,2014-06-26 03:07:41 UTC,2014-06-26 03:07:41 UTC,"",,603
302,MICROPROCESSOR AND INTERFACING TECHNIQUES,"Introduction to 16 bit Microprocessor, Addressing Modes, 8086 Interrupt Structures, Study of Peripherals Strips, 8729 Keyboard and Display Controller, Minimum and Maximum mode of 8086",Nirali,"PP GUMASTE,    SB BADHE,    SB PATIL,",,First,,250,Pune University,/uploads/book/image/302/N1052.jpg,2014-06-26 03:07:42 UTC,2014-06-26 03:07:42 UTC,"",,400
303,COMPUTER GRAPHICS,"Basic Concepts, Polygons, Geometric Transformations , Segements, Hidden Surface and Lines, Curves and Fractals",Nirali,"PINKY JAIN,",,First,,170,Pune University,/uploads/book/image/303/N1054.jpg,2014-06-26 03:07:42 UTC,2014-06-26 03:07:42 UTC,"",,297
304,DATA STRUCTURES AND FILES,Files - Stacks - Trees - Graphs - Symbol Tables - Sample Programs - References,Nirali,"S K GONDHALEKAR,    V S TIDKE,    V J DHARKAR,",,First,,300,Pune University,/uploads/book/image/304/N1064.jpg,2014-06-26 03:07:43 UTC,2014-06-26 03:07:43 UTC,"",,483
305,DATA COMMUNICATION,"Networks and Models - Signals and Data - Digital Transmission System - Modulation Techniques - Multiplexing and Spread Spectrum System - Transmission Media - Switching Systems, Cable Modem and DSL Technology - Error Control and Data Link Layer - Multiple Access and Ethernet - Devices, Backbone Networks and SONET - Exercises",Nirali,"GR PATIL,    RC JAISWAL,",,Second,,280,Pune University,/uploads/book/image/305/N1065.jpg,2014-06-26 03:07:44 UTC,2014-06-26 03:07:44 UTC,"",,502
306,CHEMISTRY - II,Adsorption and Catalysis - Biomolecules - Spectroscopy - Transition Elements and Co-ordination Chemistry - Green Chemistry and Biotechnology - Waste Treatments - Review Questions,Nirali,"DR V R DOSS,    DR S N TIRTHAKAR,    V K WALEKAR,",,First,,150,Pune University,/uploads/book/image/306/N1072.jpg,2014-06-26 03:07:45 UTC,2014-06-26 03:07:45 UTC,"",,254
307,PRINCIPLES OF DESIGN,"Basic Principles of Design - Basic Principles of Strength of Material - Design of Machine Elements - I - Design of Machine Elements - II - Design of Joints - Piping, Valves and Pumps",Nirali,"AP KULKARNI ,",,First,,210,Pune University,/uploads/book/image/307/N1074.jpg,2014-06-26 03:07:46 UTC,2014-06-26 03:07:46 UTC,"",,312
308,CHEMICAL ENGINEERING THERMODYNAMICS-I,Introduction and Basic Concepts - First Law of Thermodynamics - PVT Behaviour and Heat Effects - Second Law of Thermodynamics - Thermodynamic Properties of Pure Fluids - Refrigeration - Solved Examples,Nirali,"KA GAVHANE,",,Thirteen,,375,Pune University,/uploads/book/image/308/N1075.jpg,2014-06-26 03:07:47 UTC,2014-06-26 03:07:47 UTC,"",,612
309,STRUCTURAL ANALYSIS-II,Slope-deflection method - Moment distribution method - Arches - Flexibility method - Stiffness method - Finite difference method and approximate analysis of multistoried frames - University solved question papers,Nirali,"HM SOMAYYA,    DR SR PAREKAR,",,Third,,400,Pune University,/uploads/book/image/309/N1081.jpg,2014-06-26 03:07:48 UTC,2014-06-26 03:07:48 UTC,"",,677
310,INFRASTRUCTURE ENGG. & CONSTRUCTION TECHNIQUES,"Introduction - Rails - Track Gauges and Standards - Formation - Ballast - Sleepers - Track Fittings and Fastenings - Geometric Design - Points, Crossings and Turn-outs - Construction and Track Maintenance - Modernization in Railways - Tunneling - Docks and Harbours - Construction Techniques - Precast Elements - Earth Moving Equipments - Economic, Maintenance and Repair of Construction Equipments - Concreting Methods - Miscellaneous Techniques - University Question Papers",Nirali,"DR RK LAD,    MR APTE,     P S KULKARNI,    US PATIL,    VR PHADKE,",,Fourth,,360,Pune University,/uploads/book/image/310/N1082.jpg,2014-06-26 03:07:49 UTC,2014-06-26 03:07:49 UTC,"",,496
311,STRUCTURAL DESIGN-I,"The Basis of Structural Design and Tension Members, Compression Members, Flexural Members and Beam Column, Design of Welded Plate Girder and Roof Truss",Nirali,"MN BAJAD,",,Third,,310,Pune University,/uploads/book/image/311/N1083.jpg,2014-06-26 03:07:50 UTC,2014-06-26 03:07:50 UTC,"",,324
312,FLUID MECHANICS-II,Fluid Flow Around Submerged Objects - Unsteady Flow - Impact of Jet - Hydraulic Turbines - Centrifugal Pumps - Introduction to Open Channel Flow - Uniform Flow in Open Channels - Depth-Energy Relationship in Open Channel Flow - Gradually Varied Flow in Open Channels - Hydraulic Jump - University Question Papers,Nirali,"PV SHROTRI,",,Fourth,,425,Pune University,/uploads/book/image/312/N1084.jpg,2014-06-26 03:07:51 UTC,2014-06-26 03:07:51 UTC,"",,597
313,ADVANCED SURVEYING,Geodetic Surveying and GPS. Triangulation Adjustment. Trigonometric Levelling and Setting out Works. Arial Photogrammetry. Remote Sensing and Geographical Information System. Hydrographic Surveying.,Nirali,"AS SHELAR,    GB DESHPANDE,    MV JADHAV,",,Forth,,350,Pune University,/uploads/book/image/313/N1085.jpg,2014-06-26 03:07:52 UTC,2014-06-26 03:07:52 UTC,"",,468
314,MACHINE DESIGN,"Shafts, Keys and Couplings, Power Screws, Threaded Joints, Welded Joints, Design of Flywheel, Mechanical Springs, Belt and Rope Drives, Appendix.",Nirali,"FARAZDAK HAIDERI,",,First,,400,Pune University,/uploads/book/image/314/N1091.jpg,2014-06-26 03:07:53 UTC,2014-06-26 03:07:53 UTC,"",,656
315,THEORY OF MACHINES-II,"Friction - Friction Clutches - Brakes and Dynamometers - Cams and Followers - Gyroscopes - Governors - Spur Gears - Helical Gears - Spiral Gears, Worm and Worm Gears - Bevel Gears - Gear Trains and Inertia of Geared Systems - Exercise",Nirali,"HG PHAKATKAR,",,First,,430,Pune University,/uploads/book/image/315/N1093.jpg,2014-06-26 03:07:54 UTC,2014-06-26 03:07:54 UTC,"",,670
316,COMPUTER ORIENTED NUMERICAL METHODS,Programming Language and Solver. Roots of Equations. Numerical integration. Interpolation. Numerical Differentiation. Solution of Linear Simultaneous Equations. Curve Fitting. Errors and Approximations. Numerical Solution of Ordinary Differential Equations. Finite Difference Methods. Numerical solution of Partial Differential Equations.,Nirali,"MT PURANIK,    VN CHOUGULE,",,First,,360,Pune University,/uploads/book/image/316/N1095.jpg,2014-06-26 03:07:55 UTC,2014-06-26 03:07:55 UTC,"",,554
317,DIGITAL COMMUNICATION,"1.Fourier Series and Fourier Transforms (Revision)\r\n2.Theory of Probability (Revision)\r\n3.Introduction and Overview of Digital Communication (Revision)\r\nUnit \u2013I 4.Digital Transmission of Analog Signals\r\n5.Pulse Code Modulation\r\n6.Delta Modulation and Predictive Coding\r\nUnit- II7.Digital Multiplexers and Line Coding\r\n8.Detection of Baseband Signals in Presence of Noise\r\nUnit-III9.Random Process\r\n10. Noise\r\nUnit- IV 11.Digital Continuous Wave Modulation\r\nUnit-V   12.Detection and Performance Analysis of Bandpass Signals\r\nUnit-VI   13.Spread Spectrum Techniques\r\n14.Multisuer Radio Communications\r\nAppendix A, Appendix B, Appendix C, Appendix D, Appendix E, University Solved Question Papers",Nirali,"GR PATIL,    RC JAISWAL,",,Second,,425,Pune University,/uploads/book/image/317/N1102.jpg,2014-06-26 03:07:56 UTC,2014-06-26 03:07:56 UTC,"",,635
318,NETWORK SYNTHESIS AND FILTER DESIGN,Network Functions and Fundamentals of Network Synthesis. Synthesis of One Port Network. Synthesis of Transfer Functions. Passive Filter Design. Active Filter Design. Sensitivity and Performance Parameters. Model Question Paper.,Nirali,"PV BHAT,    SD RUIKAR,    VIJAYKUMAR KARRA,    MOUSAMI V MUNOT,",,Second,,375,Pune University,/uploads/book/image/318/N1103.jpg,2014-06-26 03:07:57 UTC,2014-06-26 03:07:57 UTC,"",,597
319,MICROCONTROLLERS AND APPLICATIONS,Introduction to Microcontroller. 8052 Architecture. MCS-51 Addressing Modes and Instructions. Serial and Parallel Port Interfacing Details. PIC Microcontroller. System Design Detail. Appendix A.,Nirali,"V K PATIL,",,First,,325,Pune University,/uploads/book/image/319/N1104.jpg,2014-06-26 03:07:58 UTC,2014-06-26 03:07:58 UTC,"",,526
320,DIGITAL SIGNAL PROCESSING,"Characterisation of Ltidt System and Time Domain Analysis of DT System. Fourier Analysis of Discrete-Time System. DT System Analysis Using Z-Transform. Digital Filters. Multirate Sampling. DSP Hardware Plateform. Appendix. A,B,C.",Nirali,"DR M S NAGMODE,    DR R K PRASAD,    H D SHINDE,",,First,,325,Pune University,/uploads/book/image/320/N1105.jpg,2014-06-26 03:07:59 UTC,2014-06-26 03:07:59 UTC,"",,475
321,DATABASE MANAGEMENT SYSTEMS,Introduction - Data Modelling - Relational Model - Relational Query Languages - Introduction to SQL - SQL DML Queries - Relational Database Design - File Systems - Introduction to Query Processing - Transaction Management - Relational Query Languages - Database Systems Architecture - Database Analysis and Design Techniques - New Applications - Proficiency Examination - Glossary - Structural Query Languages Questions - Sample Solved Paper - Sample Papers I and II - University Question Papers,Nirali,"S GUJAR-TAKALE,",,Third,,390,Pune University,/uploads/book/image/321/N1111.jpg,2014-06-26 03:08:00 UTC,2014-06-26 03:08:00 UTC,"",,588
322,DIGITAL SIGNAL PROCESSING,Signals and Systems - Frequency Domain Representation of a Signal - Fast Fourier Transform FFT and Z-Transform ZT - Analysis of DT-LTI Systems - Digital Filter Design - Filter Structures and DSP Processors - University Question Papers,Nirali,"DR RK PRASAD,    RS PRASAD,",,Second,,350,Pune University,/uploads/book/image/322/N1112.jpg,2014-06-26 03:08:01 UTC,2014-06-26 03:08:01 UTC,"",,544
323,THEORY OF COMPUTATION,Finite Automata - Regular Expressions and Languages - Context Free Grammars CFG and Languages - Regular Grammar and CFL - Push Down Automata - Turing Machine - Recursively Enumerable Languages and Un-Decidability For Computer Only - References,Nirali,"DR V PATIL,    V PAWAR,",,First,,325,Pune University,/uploads/book/image/323/N1115.jpg,2014-06-26 03:08:02 UTC,2014-06-26 03:08:02 UTC,"",,504
324,COMPUTER NETWORK TECHNOLOGY,"Network Layer. Network Layer Protocols. Transport Layer. Multimedia Networking. Wireless and Broadband Network. Important Points. Appendix A, B, C. References. University Question Papers.",Nirali,"A V DHUMANE,",,First,,335,Pune University,/uploads/book/image/324/N1123.jpg,2014-06-26 03:08:03 UTC,2014-06-26 03:08:03 UTC,"",,585
325,SOFTWARE ENGINEERING,Introduction to Software Engineering. Requirements Engineering. Design Engineering. Architectural Design. Project Management. Software Estimation and Change Management. Appendix -I:Case Studies. Appendix-II: Key Points. Model Question Papers,Nirali,"RAJESH PRASAD,",,First,,260,Pune University,/uploads/book/image/325/N1125.jpg,2014-06-26 03:08:04 UTC,2014-06-26 03:08:04 UTC,"",,405
326,HYDROLOGY AND WATER RESOURCES ENGINEERING,Introduction - Precipitation - Elementary Concepts of Evaporation and Infiltration - Stream Gauging - Run-Off - Reservoir Planning- Water Requirements of Crop - Introduction to Irrigation - Assessment of Canal Revenue - Ground Water Hydrology - Lift Irrigation Schemes - Water Management - Water Logging and Land Drainage - University Question Papers,Nirali,"GB DESHPANDE,    HK GITE,",,Third,,250,Pune University,/uploads/book/image/326/N1141.jpg,2014-06-26 03:08:05 UTC,2014-06-26 03:08:05 UTC,"",,365
